symbol,internal_pair,wsname,base_asset,quote_asset,asset_class,spot_trade_ready,margin_trade_ready,snapshot_status,bid,ask,mid_price,spread,spread_pct,ordermin,costmin,lot_decimals,pair_decimals,lot_step,tick_size,entry_maker_fee_pct,entry_taker_fee_pct,lowest_maker_fee_pct,lowest_taker_fee_pct,margin_supported,leverage_buy,leverage_sell,max_leverage,min_notional_estimate,min_margin_required_estimate,blockers,spot_buy_call,spot_sell_call,limit_buy_call,take_profit_call,margin_long_call,margin_short_call,margin_close_call
IMXEUR,IMXEUR,IMX/EUR,IMX,EUR,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,29.0,0.45,8,4,1e-08,0.0001,0.25,0.4,0.0,0.05,False,,,1,0.45,0.0,ticker_not_sampled_budget,"client.place_market_order(""IMXEUR"", ""buy"", quantity=base_qty)","client.place_market_order(""IMXEUR"", ""sell"", quantity=base_qty)","client.place_limit_order(""IMXEUR"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""IMXEUR"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
IMXUSD,IMXUSD,IMX/USD,IMX,USD,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,29.0,0.5,8,4,1e-08,0.0001,0.25,0.4,0.0,0.05,True,2;3,2;3,3,0.5,0.16666666666666666,ticker_not_sampled_budget,"client.place_market_order(""IMXUSD"", ""buy"", quantity=base_qty)","client.place_market_order(""IMXUSD"", ""sell"", quantity=base_qty)","client.place_limit_order(""IMXUSD"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""IMXUSD"", close_side, quantity=base_qty, take_profit_price=target_price)","client.place_margin_order(""IMXUSD"", ""buy"", quantity=base_qty, leverage=leverage, take_profit=target_price, stop_loss=stop_price)","client.place_margin_order(""IMXUSD"", ""sell"", quantity=base_qty, leverage=leverage, take_profit=target_price, stop_loss=stop_price)","client.close_margin_position(""IMXUSD"", close_side, volume=base_qty)"
INEUR,INEUR,IN/EUR,IN,EUR,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,74.0,0.45,5,5,1e-05,1e-05,0.23,0.4,-0.02,0.05,False,,,1,0.45,0.0,ticker_not_sampled_budget,"client.place_market_order(""INEUR"", ""buy"", quantity=base_qty)","client.place_market_order(""INEUR"", ""sell"", quantity=base_qty)","client.place_limit_order(""INEUR"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""INEUR"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
INITEUR,INITEUR,INIT/EUR,INIT,EUR,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,53.0,0.45,5,4,1e-05,0.0001,0.25,0.4,0.0,0.05,False,,,1,0.45,0.0,ticker_not_sampled_budget,"client.place_market_order(""INITEUR"", ""buy"", quantity=base_qty)","client.place_market_order(""INITEUR"", ""sell"", quantity=base_qty)","client.place_limit_order(""INITEUR"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""INITEUR"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
INITUSD,INITUSD,INIT/USD,INIT,USD,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,53.0,0.5,5,4,1e-05,0.0001,0.25,0.4,0.0,0.05,False,,,1,0.5,0.0,ticker_not_sampled_budget,"client.place_market_order(""INITUSD"", ""buy"", quantity=base_qty)","client.place_market_order(""INITUSD"", ""sell"", quantity=base_qty)","client.place_limit_order(""INITUSD"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""INITUSD"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
INJEUR,INJEUR,INJ/EUR,INJ,EUR,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,1.3,0.45,8,3,1e-08,0.001,0.25,0.4,0.0,0.05,True,2,2,2,0.45,0.225,ticker_not_sampled_budget,"client.place_market_order(""INJEUR"", ""buy"", quantity=base_qty)","client.place_market_order(""INJEUR"", ""sell"", quantity=base_qty)","client.place_limit_order(""INJEUR"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""INJEUR"", close_side, quantity=base_qty, take_profit_price=target_price)","client.place_margin_order(""INJEUR"", ""buy"", quantity=base_qty, leverage=leverage, take_profit=target_price, stop_loss=stop_price)","client.place_margin_order(""INJEUR"", ""sell"", quantity=base_qty, leverage=leverage, take_profit=target_price, stop_loss=stop_price)","client.close_margin_position(""INJEUR"", close_side, volume=base_qty)"
INJUSD,INJUSD,INJ/USD,INJ,USD,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,1.3,0.5,8,3,1e-08,0.001,0.25,0.4,0.0,0.05,True,2;3,2;3,3,0.5,0.16666666666666666,ticker_not_sampled_budget,"client.place_market_order(""INJUSD"", ""buy"", quantity=base_qty)","client.place_market_order(""INJUSD"", ""sell"", quantity=base_qty)","client.place_limit_order(""INJUSD"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""INJUSD"", close_side, quantity=base_qty, take_profit_price=target_price)","client.place_margin_order(""INJUSD"", ""buy"", quantity=base_qty, leverage=leverage, take_profit=target_price, stop_loss=stop_price)","client.place_margin_order(""INJUSD"", ""sell"", quantity=base_qty, leverage=leverage, take_profit=target_price, stop_loss=stop_price)","client.close_margin_position(""INJUSD"", close_side, volume=base_qty)"
INUSD,INUSD,IN/USD,IN,USD,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,74.0,0.5,5,5,1e-05,1e-05,0.23,0.4,-0.02,0.05,False,,,1,0.5,0.0,ticker_not_sampled_budget,"client.place_market_order(""INUSD"", ""buy"", quantity=base_qty)","client.place_market_order(""INUSD"", ""sell"", quantity=base_qty)","client.place_limit_order(""INUSD"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""INUSD"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
INXEUR,INXEUR,INX/EUR,INX,EUR,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,490.0,0.45,5,6,1e-05,1e-06,0.23,0.4,-0.02,0.05,False,,,1,0.45,0.0,ticker_not_sampled_budget,"client.place_market_order(""INXEUR"", ""buy"", quantity=base_qty)","client.place_market_order(""INXEUR"", ""sell"", quantity=base_qty)","client.place_limit_order(""INXEUR"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""INXEUR"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
INXUSD,INXUSD,INX/USD,INX,USD,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,490.0,0.5,8,6,1e-08,1e-06,0.23,0.4,-0.02,0.05,False,,,1,0.5,0.0,ticker_not_sampled_budget,"client.place_market_order(""INXUSD"", ""buy"", quantity=base_qty)","client.place_market_order(""INXUSD"", ""sell"", quantity=base_qty)","client.place_limit_order(""INXUSD"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""INXUSD"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
IPEUR,IPEUR,IP/EUR,IP,EUR,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,10.0,0.45,5,4,1e-05,0.0001,0.23,0.4,-0.02,0.05,False,,,1,0.45,0.0,ticker_not_sampled_budget,"client.place_market_order(""IPEUR"", ""buy"", quantity=base_qty)","client.place_market_order(""IPEUR"", ""sell"", quantity=base_qty)","client.place_limit_order(""IPEUR"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""IPEUR"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
IPUSD,IPUSD,IP/USD,IP,USD,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,10.0,0.5,5,4,1e-05,0.0001,0.25,0.4,0.0,0.05,False,,,1,0.5,0.0,ticker_not_sampled_budget,"client.place_market_order(""IPUSD"", ""buy"", quantity=base_qty)","client.place_market_order(""IPUSD"", ""sell"", quantity=base_qty)","client.place_limit_order(""IPUSD"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""IPUSD"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
IREUR,IREUR,IR/EUR,IR,EUR,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,260.0,0.45,5,5,1e-05,1e-05,0.23,0.4,-0.02,0.05,False,,,1,0.45,0.0,ticker_not_sampled_budget,"client.place_market_order(""IREUR"", ""buy"", quantity=base_qty)","client.place_market_order(""IREUR"", ""sell"", quantity=base_qty)","client.place_limit_order(""IREUR"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""IREUR"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
IRUSD,IRUSD,IR/USD,IR,USD,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,260.0,0.5,5,5,1e-05,1e-05,0.23,0.4,-0.02,0.05,False,,,1,0.5,0.0,ticker_not_sampled_budget,"client.place_market_order(""IRUSD"", ""buy"", quantity=base_qty)","client.place_market_order(""IRUSD"", ""sell"", quantity=base_qty)","client.place_limit_order(""IRUSD"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""IRUSD"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
JAILSTOOLEUR,JAILSTOOLEUR,JAILSTOOL/EUR,JAILSTOOL,EUR,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,4200.0,0.45,5,6,1e-05,1e-06,0.23,0.4,-0.02,0.05,False,,,1,0.45,0.0,ticker_not_sampled_budget,"client.place_market_order(""JAILSTOOLEUR"", ""buy"", quantity=base_qty)","client.place_market_order(""JAILSTOOLEUR"", ""sell"", quantity=base_qty)","client.place_limit_order(""JAILSTOOLEUR"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""JAILSTOOLEUR"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
JAILSTOOLUSD,JAILSTOOLUSD,JAILSTOOL/USD,JAILSTOOL,USD,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,4200.0,0.5,5,6,1e-05,1e-06,0.23,0.4,-0.02,0.05,False,,,1,0.5,0.0,ticker_not_sampled_budget,"client.place_market_order(""JAILSTOOLUSD"", ""buy"", quantity=base_qty)","client.place_market_order(""JAILSTOOLUSD"", ""sell"", quantity=base_qty)","client.place_limit_order(""JAILSTOOLUSD"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""JAILSTOOLUSD"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
JASMYEUR,JASMYEUR,JASMY/EUR,JASMY,EUR,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,900.0,0.45,8,5,1e-08,1e-05,0.23,0.4,-0.02,0.05,False,,,1,0.45,0.0,ticker_not_sampled_budget,"client.place_market_order(""JASMYEUR"", ""buy"", quantity=base_qty)","client.place_market_order(""JASMYEUR"", ""sell"", quantity=base_qty)","client.place_limit_order(""JASMYEUR"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""JASMYEUR"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
JASMYUSD,JASMYUSD,JASMY/USD,JASMY,USD,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,900.0,0.5,8,5,1e-08,1e-05,0.25,0.4,0.0,0.05,True,2;3,2;3,3,0.5,0.16666666666666666,ticker_not_sampled_budget,"client.place_market_order(""JASMYUSD"", ""buy"", quantity=base_qty)","client.place_market_order(""JASMYUSD"", ""sell"", quantity=base_qty)","client.place_limit_order(""JASMYUSD"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""JASMYUSD"", close_side, quantity=base_qty, take_profit_price=target_price)","client.place_margin_order(""JASMYUSD"", ""buy"", quantity=base_qty, leverage=leverage, take_profit=target_price, stop_loss=stop_price)","client.place_margin_order(""JASMYUSD"", ""sell"", quantity=base_qty, leverage=leverage, take_profit=target_price, stop_loss=stop_price)","client.close_margin_position(""JASMYUSD"", close_side, volume=base_qty)"
JITOSOLEUR,JITOSOLEUR,JITOSOL/EUR,JITOSOL,EUR,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,0.05,0.45,5,2,1e-05,0.01,0.23,0.4,-0.02,0.05,False,,,1,0.45,0.0,ticker_not_sampled_budget,"client.place_market_order(""JITOSOLEUR"", ""buy"", quantity=base_qty)","client.place_market_order(""JITOSOLEUR"", ""sell"", quantity=base_qty)","client.place_limit_order(""JITOSOLEUR"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""JITOSOLEUR"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
JITOSOLSOL,JITOSOLSOL,JITOSOL/SOL,JITOSOL,SOL,crypto_spot_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,0.05,0.0035,5,4,1e-05,0.0001,0.23,0.4,-0.02,0.05,False,,,1,0.0035,0.0,ticker_not_sampled_budget,"client.place_market_order(""JITOSOLSOL"", ""buy"", quantity=base_qty)","client.place_market_order(""JITOSOLSOL"", ""sell"", quantity=base_qty)","client.place_limit_order(""JITOSOLSOL"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""JITOSOLSOL"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
JITOSOLUSD,JITOSOLUSD,JITOSOL/USD,JITOSOL,USD,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,0.05,0.5,5,2,1e-05,0.01,0.23,0.4,-0.02,0.05,False,,,1,0.5,0.0,ticker_not_sampled_budget,"client.place_market_order(""JITOSOLUSD"", ""buy"", quantity=base_qty)","client.place_market_order(""JITOSOLUSD"", ""sell"", quantity=base_qty)","client.place_limit_order(""JITOSOLUSD"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""JITOSOLUSD"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
JOEEUR,JOEEUR,JOE/EUR,JOE,EUR,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,100.0,0.45,5,4,1e-05,0.0001,0.23,0.4,-0.02,0.05,False,,,1,0.45,0.0,ticker_not_sampled_budget,"client.place_market_order(""JOEEUR"", ""buy"", quantity=base_qty)","client.place_market_order(""JOEEUR"", ""sell"", quantity=base_qty)","client.place_limit_order(""JOEEUR"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""JOEEUR"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
JOEUSD,JOEUSD,JOE/USD,JOE,USD,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,100.0,0.5,5,4,1e-05,0.0001,0.23,0.4,-0.02,0.05,False,,,1,0.5,0.0,ticker_not_sampled_budget,"client.place_market_order(""JOEUSD"", ""buy"", quantity=base_qty)","client.place_market_order(""JOEUSD"", ""sell"", quantity=base_qty)","client.place_limit_order(""JOEUSD"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""JOEUSD"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
JSTEUR,JSTEUR,JST/EUR,JST,EUR,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,58.0,0.45,5,5,1e-05,1e-05,0.23,0.4,-0.02,0.05,False,,,1,0.45,0.0,ticker_not_sampled_budget,"client.place_market_order(""JSTEUR"", ""buy"", quantity=base_qty)","client.place_market_order(""JSTEUR"", ""sell"", quantity=base_qty)","client.place_limit_order(""JSTEUR"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""JSTEUR"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
JSTUSD,JSTUSD,JST/USD,JST,USD,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,58.0,0.5,5,5,1e-05,1e-05,0.23,0.4,-0.02,0.05,False,,,1,0.5,0.0,ticker_not_sampled_budget,"client.place_market_order(""JSTUSD"", ""buy"", quantity=base_qty)","client.place_market_order(""JSTUSD"", ""sell"", quantity=base_qty)","client.place_limit_order(""JSTUSD"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""JSTUSD"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
JTOEUR,JTOEUR,JTO/EUR,JTO,EUR,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,13.0,0.45,5,5,1e-05,1e-05,0.25,0.4,0.0,0.05,False,,,1,0.45,0.0,ticker_not_sampled_budget,"client.place_market_order(""JTOEUR"", ""buy"", quantity=base_qty)","client.place_market_order(""JTOEUR"", ""sell"", quantity=base_qty)","client.place_limit_order(""JTOEUR"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""JTOEUR"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
JTOUSD,JTOUSD,JTO/USD,JTO,USD,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,13.0,0.5,5,5,1e-05,1e-05,0.25,0.4,0.0,0.05,False,,,1,0.5,0.0,ticker_not_sampled_budget,"client.place_market_order(""JTOUSD"", ""buy"", quantity=base_qty)","client.place_market_order(""JTOUSD"", ""sell"", quantity=base_qty)","client.place_limit_order(""JTOUSD"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""JTOUSD"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
JUNOEUR,JUNOEUR,JUNO/EUR,JUNO,EUR,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,190.0,0.45,8,5,1e-08,1e-05,0.25,0.4,0.0,0.05,False,,,1,0.45,0.0,ticker_not_sampled_budget,"client.place_market_order(""JUNOEUR"", ""buy"", quantity=base_qty)","client.place_market_order(""JUNOEUR"", ""sell"", quantity=base_qty)","client.place_limit_order(""JUNOEUR"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""JUNOEUR"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
JUNOUSD,JUNOUSD,JUNO/USD,JUNO,USD,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,190.0,0.5,8,5,1e-08,1e-05,0.25,0.4,0.0,0.05,False,,,1,0.5,0.0,ticker_not_sampled_budget,"client.place_market_order(""JUNOUSD"", ""buy"", quantity=base_qty)","client.place_market_order(""JUNOUSD"", ""sell"", quantity=base_qty)","client.place_limit_order(""JUNOUSD"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""JUNOUSD"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
JUPEUR,JUPEUR,JUP/EUR,JUP,EUR,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,25.0,0.45,5,5,1e-05,1e-05,0.25,0.4,0.0,0.05,True,2;3,2;3,3,0.45,0.15,ticker_not_sampled_budget,"client.place_market_order(""JUPEUR"", ""buy"", quantity=base_qty)","client.place_market_order(""JUPEUR"", ""sell"", quantity=base_qty)","client.place_limit_order(""JUPEUR"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""JUPEUR"", close_side, quantity=base_qty, take_profit_price=target_price)","client.place_margin_order(""JUPEUR"", ""buy"", quantity=base_qty, leverage=leverage, take_profit=target_price, stop_loss=stop_price)","client.place_margin_order(""JUPEUR"", ""sell"", quantity=base_qty, leverage=leverage, take_profit=target_price, stop_loss=stop_price)","client.close_margin_position(""JUPEUR"", close_side, volume=base_qty)"
JUPUSD,JUPUSD,JUP/USD,JUP,USD,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,25.0,0.5,5,5,1e-05,1e-05,0.25,0.4,0.0,0.05,True,2;3,2;3,3,0.5,0.16666666666666666,ticker_not_sampled_budget,"client.place_market_order(""JUPUSD"", ""buy"", quantity=base_qty)","client.place_market_order(""JUPUSD"", ""sell"", quantity=base_qty)","client.place_limit_order(""JUPUSD"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""JUPUSD"", close_side, quantity=base_qty, take_profit_price=target_price)","client.place_margin_order(""JUPUSD"", ""buy"", quantity=base_qty, leverage=leverage, take_profit=target_price, stop_loss=stop_price)","client.place_margin_order(""JUPUSD"", ""sell"", quantity=base_qty, leverage=leverage, take_profit=target_price, stop_loss=stop_price)","client.close_margin_position(""JUPUSD"", close_side, volume=base_qty)"
KAITOEUR,KAITOEUR,KAITO/EUR,KAITO,EUR,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,10.0,0.45,5,4,1e-05,0.0001,0.25,0.4,0.0,0.05,False,,,1,0.45,0.0,ticker_not_sampled_budget,"client.place_market_order(""KAITOEUR"", ""buy"", quantity=base_qty)","client.place_market_order(""KAITOEUR"", ""sell"", quantity=base_qty)","client.place_limit_order(""KAITOEUR"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""KAITOEUR"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
KAITOUSD,KAITOUSD,KAITO/USD,KAITO,USD,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,10.0,0.5,5,4,1e-05,0.0001,0.25,0.4,0.0,0.05,True,2;3,2;3,3,0.5,0.16666666666666666,ticker_not_sampled_budget,"client.place_market_order(""KAITOUSD"", ""buy"", quantity=base_qty)","client.place_market_order(""KAITOUSD"", ""sell"", quantity=base_qty)","client.place_limit_order(""KAITOUSD"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""KAITOUSD"", close_side, quantity=base_qty, take_profit_price=target_price)","client.place_margin_order(""KAITOUSD"", ""buy"", quantity=base_qty, leverage=leverage, take_profit=target_price, stop_loss=stop_price)","client.place_margin_order(""KAITOUSD"", ""sell"", quantity=base_qty, leverage=leverage, take_profit=target_price, stop_loss=stop_price)","client.close_margin_position(""KAITOUSD"", close_side, volume=base_qty)"
KASEUR,KASEUR,KAS/EUR,KAS,EUR,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,150.0,0.45,5,5,1e-05,1e-05,0.25,0.4,0.0,0.05,False,,,1,0.45,0.0,ticker_not_sampled_budget,"client.place_market_order(""KASEUR"", ""buy"", quantity=base_qty)","client.place_market_order(""KASEUR"", ""sell"", quantity=base_qty)","client.place_limit_order(""KASEUR"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""KASEUR"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
